,Municipality,Province,Crop_Year,Season,Crop,Area,Production
14353,Karnataka,DAVANGERE,2010,Summer,Maize,488.0,2421.0
14354,Karnataka,DAVANGERE,2010,Summer,Rice,66254.0,259570.0
14355,Karnataka,DAVANGERE,2010,Whole Year,Banana,2406.0,42812.0
14356,Karnataka,DAVANGERE,2010,Whole Year,Coconut,11377.0,92449.0
14357,Karnataka,DAVANGERE,2011,Kharif,Maize,175401.0,477066.0
14358,Karnataka,DAVANGERE,2011,Kharif,Rice,78404.0,276223.0
14359,Karnataka,DAVANGERE,2011,Rabi,Maize,1596.0,5737.0
14360,Karnataka,DAVANGERE,2011,Summer,Maize,827.0,2158.0
14361,Karnataka,DAVANGERE,2011,Summer,Rice,66915.0,269152.0
14362,Karnataka,DAVANGERE,2011,Whole Year,Banana,2961.0,58225.0
14363,Karnataka,DAVANGERE,2011,Whole Year,Coconut,11710.0,116416.0
14364,Karnataka,DAVANGERE,2012,Kharif,Maize,177917.0,482893.0
14365,Karnataka,DAVANGERE,2012,Kharif,Rice,75562.0,248085.0
14366,Karnataka,DAVANGERE,2012,Rabi,Maize,4608.0,14380.0
14367,Karnataka,DAVANGERE,2012,Summer,Maize,1665.0,6934.0
14368,Karnataka,DAVANGERE,2012,Summer,Rice,41318.0,139306.0
14369,Karnataka,DAVANGERE,2012,Whole Year,Coconut,11829.0,116463.0
14370,Karnataka,DAVANGERE,2013,Kharif,Maize,180515.0,664178.0
14371,Karnataka,DAVANGERE,2013,Kharif,Rice,74223.0,248272.0
14372,Karnataka,DAVANGERE,2013,Rabi,Maize,2580.0,5154.0
14373,Karnataka,DAVANGERE,2013,Summer,Maize,1261.0,2475.0
14374,Karnataka,DAVANGERE,2013,Summer,Rice,53400.0,203072.0
14375,Karnataka,DAVANGERE,2013,Whole Year,Coconut,11022.0,61815.0
14376,Karnataka,DAVANGERE,2014,Kharif,Maize,179496.0,576021.0
14377,Karnataka,DAVANGERE,2014,Kharif,Rice,75259.0,262676.0
14378,Karnataka,DAVANGERE,2014,Rabi,Maize,1780.0,6722.0
14379,Karnataka,DAVANGERE,2014,Summer,Maize,835.0,2753.0
14380,Karnataka,DAVANGERE,2014,Summer,Rice,61421.0,237076.0
14381,Karnataka,DAVANGERE,2014,Whole Year,Coconut,11863.0,164139.0
14382,Karnataka,DHARWAD,1997,Kharif,Maize,109236.0,281572.0
14383,Karnataka,DHARWAD,1997,Kharif,Rice,89655.0,103406.0
14384,Karnataka,DHARWAD,1997,Rabi,Maize,1789.0,3654.0
14385,Karnataka,DHARWAD,1997,Rabi,Rice,19.0,30.0
14386,Karnataka,DHARWAD,1997,Summer,Maize,143.0,309.0
14387,Karnataka,DHARWAD,1997,Summer,Rice,2464.0,6181.0
14388,Karnataka,DHARWAD,1998,Kharif,Maize,18467.0,65095.0
14389,Karnataka,DHARWAD,1998,Kharif,Rice,36998.0,33695.0
14390,Karnataka,DHARWAD,1998,Rabi,Maize,76.0,154.0
14391,Karnataka,DHARWAD,1998,Rabi,Rice,2.0,3.0
14392,Karnataka,DHARWAD,1998,Summer,Maize,26.0,53.0
14393,Karnataka,DHARWAD,1998,Summer,Rice,633.0,2032.0
14394,Karnataka,DHARWAD,1998,Whole Year,Coconut,348.0,1662.0
14395,Karnataka,DHARWAD,1999,Kharif,Maize,18900.0,52972.0
14396,Karnataka,DHARWAD,1999,Kharif,Rice,39458.0,37985.0
14397,Karnataka,DHARWAD,1999,Rabi,Maize,56.0,131.0
14398,Karnataka,DHARWAD,1999,Summer,Maize,15.0,26.0
14399,Karnataka,DHARWAD,1999,Summer,Rice,839.0,2594.0
14400,Karnataka,DHARWAD,1999,Whole Year,Banana,92.0,2159.0
14401,Karnataka,DHARWAD,1999,Whole Year,Coconut,375.0,1791.0
14402,Karnataka,DHARWAD,2000,Kharif,Maize,22992.0,76713.0
14403,Karnataka,DHARWAD,2000,Kharif,Rice,38619.0,53225.0
14404,Karnataka,DHARWAD,2000,Rabi,Maize,121.0,288.0
14405,Karnataka,DHARWAD,2000,Summer,Maize,14.0,39.0
14406,Karnataka,DHARWAD,2000,Summer,Rice,884.0,2701.0
14407,Karnataka,DHARWAD,2000,Whole Year,Banana,105.0,1930.0
14408,Karnataka,DHARWAD,2000,Whole Year,Coconut,394.0,1881.0
14409,Karnataka,DHARWAD,2001,Kharif,Maize,9202.0,14538.0
14410,Karnataka,DHARWAD,2001,Kharif,Rice,38948.0,8323.0
14411,Karnataka,DHARWAD,2001,Rabi,Maize,81.0,191.0
14412,Karnataka,DHARWAD,2001,Summer,Maize,33.0,87.0
14413,Karnataka,DHARWAD,2001,Summer,Rice,376.0,1008.0
14414,Karnataka,DHARWAD,2001,Whole Year,Coconut,415.0,1982.0
14415,Karnataka,DHARWAD,2002,Kharif,Maize,12646.0,24994.0
14416,Karnataka,DHARWAD,2002,Kharif,Rice,38239.0,7557.0
14417,Karnataka,DHARWAD,2002,Rabi,Maize,178.0,446.0
14418,Karnataka,DHARWAD,2002,Summer,Maize,59.0,151.0
14419,Karnataka,DHARWAD,2002,Summer,Rice,263.0,656.0
14420,Karnataka,DHARWAD,2002,Whole Year,Banana,113.0,1935.0
14421,Karnataka,DHARWAD,2002,Whole Year,Coconut,418.0,1996.0
14422,Karnataka,DHARWAD,2002,Whole Year,Mango,2941.0,7061.0
14423,Karnataka,DHARWAD,2002,Whole Year,Papaya,14.0,37.0
14424,Karnataka,DHARWAD,2003,Kharif,Maize,9146.0,10001.0
14425,Karnataka,DHARWAD,2003,Kharif,Rice,29090.0,6476.0
14426,Karnataka,DHARWAD,2003,Rabi,Maize,349.0,797.0
14427,Karnataka,DHARWAD,2003,Summer,Maize,99.0,249.0
14428,Karnataka,DHARWAD,2003,Summer,Rice,226.0,878.0
14429,Karnataka,DHARWAD,2003,Whole Year,Banana,129.0,1675.0
14430,Karnataka,DHARWAD,2003,Whole Year,Coconut,437.0,2087.0
14431,Karnataka,DHARWAD,2003,Whole Year,Mango,2334.0,4344.0
14432,Karnataka,DHARWAD,2004,Kharif,Maize,20284.0,42861.0
14433,Karnataka,DHARWAD,2004,Kharif,Rice,23623.0,15484.88
14434,Karnataka,DHARWAD,2004,Rabi,Maize,381.0,1160.0
14435,Karnataka,DHARWAD,2004,Summer,Maize,58.0,177.0
14436,Karnataka,DHARWAD,2004,Summer,Rice,202.0,899.0
14437,Karnataka,DHARWAD,2004,Whole Year,Banana,160.0,2008.0
14438,Karnataka,DHARWAD,2004,Whole Year,Coconut,431.0,20787.13
14439,Karnataka,DHARWAD,2005,Kharif,Maize,30187.0,95459.0
14440,Karnataka,DHARWAD,2005,Kharif,Rice,22611.0,39091.0
14441,Karnataka,DHARWAD,2005,Rabi,Maize,527.0,1737.0
14442,Karnataka,DHARWAD,2005,Summer,Maize,55.0,191.0
14443,Karnataka,DHARWAD,2005,Summer,Rice,292.0,905.0
14444,Karnataka,DHARWAD,2005,Whole Year,Banana,253.0,3004.0
14445,Karnataka,DHARWAD,2005,Whole Year,Coconut,402.0,1919.0
14446,Karnataka,DHARWAD,2006,Kharif,Maize,35648.0,142175.0
14447,Karnataka,DHARWAD,2006,Kharif,Rice,24429.0,32376.0
14448,Karnataka,DHARWAD,2006,Rabi,Maize,287.0,834.0
14449,Karnataka,DHARWAD,2006,Summer,Maize,226.0,724.0
14450,Karnataka,DHARWAD,2006,Summer,Rice,139.0,397.0
14451,Karnataka,DHARWAD,2006,Whole Year,Banana,239.0,4772.0
14452,Karnataka,DHARWAD,2006,Whole Year,Coconut,445.0,2125.0
14453,Karnataka,DHARWAD,2007,Kharif,Maize,40453.0,87212.0
14454,Karnataka,DHARWAD,2007,Kharif,Rice,25693.0,44801.0
14455,Karnataka,DHARWAD,2007,Rabi,Maize,772.0,2137.0
14456,Karnataka,DHARWAD,2007,Summer,Maize,152.0,491.0
14457,Karnataka,DHARWAD,2007,Summer,Rice,259.0,791.0
14458,Karnataka,DHARWAD,2007,Whole Year,Banana,276.0,4881.0
14459,Karnataka,DHARWAD,2007,Whole Year,Coconut,450.0,2291.0
14460,Karnataka,DHARWAD,2008,Kharif,Maize,38605.0,88303.0
14461,Karnataka,DHARWAD,2008,Kharif,Rice,32699.0,27647.0
14462,Karnataka,DHARWAD,2008,Rabi,Maize,2713.0,7954.0
14463,Karnataka,DHARWAD,2008,Summer,Maize,358.0,1126.0
14464,Karnataka,DHARWAD,2008,Summer,Rice,135.0,408.0
14465,Karnataka,DHARWAD,2008,Whole Year,Banana,326.0,12462.0
14466,Karnataka,DHARWAD,2008,Whole Year,Coconut,442.0,3028.0
14467,Karnataka,DHARWAD,2009,Kharif,Maize,49010.0,110768.0
14468,Karnataka,DHARWAD,2009,Kharif,Rice,26681.0,30669.81
14469,Karnataka,DHARWAD,2009,Rabi,Maize,2128.0,6436.0
14470,Karnataka,DHARWAD,2009,Summer,Maize,724.0,900.0
14471,Karnataka,DHARWAD,2009,Summer,Rice,277.0,846.0
14472,Karnataka,DHARWAD,2009,Whole Year,Banana,371.0,8228.0
14473,Karnataka,DHARWAD,2009,Whole Year,Coconut,472.0,3356.0
14474,Karnataka,DHARWAD,2010,Kharif,Maize,44582.0,133395.0
14475,Karnataka,DHARWAD,2010,Kharif,Rice,27881.0,33658.0
14476,Karnataka,DHARWAD,2010,Rabi,Maize,1804.0,6692.0
14477,Karnataka,DHARWAD,2010,Summer,Maize,780.0,2210.0
14478,Karnataka,DHARWAD,2010,Summer,Rice,273.0,883.0
14479,Karnataka,DHARWAD,2010,Whole Year,Banana,393.0,9230.0
14480,Karnataka,DHARWAD,2010,Whole Year,Coconut,509.0,4866.0
14481,Karnataka,DHARWAD,2011,Kharif,Maize,40717.0,85321.0
14482,Karnataka,DHARWAD,2011,Kharif,Rice,25634.0,25790.0
14483,Karnataka,DHARWAD,2011,Rabi,Maize,3795.0,10313.0
14484,Karnataka,DHARWAD,2011,Summer,Maize,760.0,2109.0
14485,Karnataka,DHARWAD,2011,Summer,Rice,195.0,663.0
14486,Karnataka,DHARWAD,2011,Whole Year,Banana,254.0,6347.0
14487,Karnataka,DHARWAD,2011,Whole Year,Coconut,511.0,5080.0
14488,Karnataka,DHARWAD,2012,Kharif,Maize,23658.0,57042.0
14489,Karnataka,DHARWAD,2012,Kharif,Rice,27411.0,24009.0
14490,Karnataka,DHARWAD,2012,Rabi,Maize,3770.0,11848.0
14491,Karnataka,DHARWAD,2012,Summer,Maize,862.0,1621.0
14492,Karnataka,DHARWAD,2012,Summer,Rice,96.0,305.0
14493,Karnataka,DHARWAD,2012,Whole Year,Coconut,451.0,4440.0
14494,Karnataka,DHARWAD,2013,Kharif,Maize,41375.0,110726.0
14495,Karnataka,DHARWAD,2013,Kharif,Rice,22354.0,25080.0
14496,Karnataka,DHARWAD,2013,Rabi,Maize,3123.0,7150.0
14497,Karnataka,DHARWAD,2013,Summer,Maize,925.0,2047.0
14498,Karnataka,DHARWAD,2013,Summer,Rice,89.0,301.0
14499,Karnataka,DHARWAD,2013,Whole Year,Coconut,435.0,3451.0
14500,Karnataka,DHARWAD,2014,Kharif,Maize,29177.0,79828.0
14501,Karnataka,DHARWAD,2014,Kharif,Rice,20554.0,32589.0
14502,Karnataka,DHARWAD,2014,Rabi,Maize,3768.0,8373.0
14503,Karnataka,DHARWAD,2014,Summer,Maize,634.0,2068.0
14504,Karnataka,DHARWAD,2014,Summer,Rice,123.0,376.0
14505,Karnataka,DHARWAD,2014,Whole Year,Coconut,318.0,2838.0
14506,Karnataka,GADAG,1998,Kharif,Maize,17956.0,64872.0
14507,Karnataka,GADAG,1998,Kharif,Rice,815.0,1884.0
14508,Karnataka,GADAG,1998,Rabi,Maize,17.0,35.0
14509,Karnataka,GADAG,1998,Rabi,Rice,2.0,3.0
14510,Karnataka,GADAG,1998,Summer,Maize,90.0,205.0
14511,Karnataka,GADAG,1998,Summer,Rice,227.0,678.0
14512,Karnataka,GADAG,1998,Whole Year,Coconut,350.0,1671.0
14513,Karnataka,GADAG,1999,Kharif,Maize,17179.0,52200.0
14514,Karnataka,GADAG,1999,Kharif,Rice,816.0,1882.0
14515,Karnataka,GADAG,1999,Rabi,Maize,958.0,2321.0
14516,Karnataka,GADAG,1999,Summer,Maize,83.0,152.0
14517,Karnataka,GADAG,1999,Summer,Rice,328.0,961.0
14518,Karnataka,GADAG,1999,Whole Year,Banana,40.0,939.0
14519,Karnataka,GADAG,1999,Whole Year,Coconut,365.0,1743.0
14520,Karnataka,GADAG,2000,Kharif,Maize,24833.0,79387.0
14521,Karnataka,GADAG,2000,Kharif,Rice,888.0,2118.0
14522,Karnataka,GADAG,2000,Rabi,Maize,1902.0,4759.0
14523,Karnataka,GADAG,2000,Summer,Maize,1.0,3.0
14524,Karnataka,GADAG,2000,Summer,Rice,264.0,668.0
14525,Karnataka,GADAG,2000,Whole Year,Banana,45.0,827.0
14526,Karnataka,GADAG,2000,Whole Year,Coconut,373.0,1781.0
14527,Karnataka,GADAG,2001,Kharif,Maize,9272.0,14150.0
14528,Karnataka,GADAG,2001,Kharif,Rice,705.0,1411.0
14529,Karnataka,GADAG,2001,Rabi,Maize,863.0,2120.0
14530,Karnataka,GADAG,2001,Rabi,Rice,3.0,4.0
14531,Karnataka,GADAG,2001,Summer,Maize,62.0,163.0
14532,Karnataka,GADAG,2001,Summer,Rice,324.0,779.0
14533,Karnataka,GADAG,2001,Whole Year,Coconut,391.0,1867.0
14534,Karnataka,GADAG,2002,Kharif,Maize,18515.0,26563.0
14535,Karnataka,GADAG,2002,Kharif,Rice,1233.0,2732.0
14536,Karnataka,GADAG,2002,Rabi,Maize,1170.0,1625.0
14537,Karnataka,GADAG,2002,Summer,Maize,430.0,596.0
14538,Karnataka,GADAG,2002,Summer,Rice,180.0,333.0
14539,Karnataka,GADAG,2002,Whole Year,Banana,183.0,3133.0
14540,Karnataka,GADAG,2002,Whole Year,Coconut,419.0,2001.0
14541,Karnataka,GADAG,2002,Whole Year,Mango,255.0,938.0
14542,Karnataka,GADAG,2002,Whole Year,Papaya,6.0,16.0
14543,Karnataka,GADAG,2003,Kharif,Maize,7059.0,18614.0
14544,Karnataka,GADAG,2003,Kharif,Rice,1244.0,2867.0
14545,Karnataka,GADAG,2003,Rabi,Maize,1215.0,2707.0
14546,Karnataka,GADAG,2003,Summer,Maize,45.0,113.0
14547,Karnataka,GADAG,2003,Summer,Rice,299.0,1079.0
14548,Karnataka,GADAG,2003,Whole Year,Banana,269.0,3494.0
14549,Karnataka,GADAG,2003,Whole Year,Coconut,522.0,2492.0
14550,Karnataka,GADAG,2003,Whole Year,Grapes,21.0,615.0
14551,Karnataka,GADAG,2003,Whole Year,Mango,108.0,368.0
14552,Karnataka,GADAG,2004,Kharif,Maize,21321.0,95130.0
14553,Karnataka,GADAG,2004,Kharif,Rice,679.0,1399.76
14554,Karnataka,GADAG,2004,Rabi,Maize,1260.0,3837.0
14555,Karnataka,GADAG,2004,Summer,Maize,40.0,122.0
14556,Karnataka,GADAG,2004,Summer,Rice,664.0,2683.0
14557,Karnataka,GADAG,2004,Whole Year,Banana,254.0,3188.0
14558,Karnataka,GADAG,2004,Whole Year,Coconut,622.0,29999.06
14559,Karnataka,GADAG,2005,Kharif,Maize,34713.0,132951.0
14560,Karnataka,GADAG,2005,Kharif,Rice,1847.0,8212.0
14561,Karnataka,GADAG,2005,Rabi,Maize,1190.0,6301.0
14562,Karnataka,GADAG,2005,Summer,Maize,17.0,81.0
14563,Karnataka,GADAG,2005,Summer,Rice,1087.0,4402.0
14564,Karnataka,GADAG,2005,Whole Year,Banana,99.0,1176.0
14565,Karnataka,GADAG,2005,Whole Year,Coconut,579.0,2765.0
14566,Karnataka,GADAG,2006,Kharif,Maize,27557.0,97206.0
14567,Karnataka,GADAG,2006,Kharif,Rice,1495.0,4122.0
14568,Karnataka,GADAG,2006,Rabi,Maize,615.0,1364.0
14569,Karnataka,GADAG,2006,Summer,Maize,39.0,125.0
14570,Karnataka,GADAG,2006,Summer,Rice,883.0,1359.0
14571,Karnataka,GADAG,2006,Whole Year,Banana,93.0,1857.0
14572,Karnataka,GADAG,2006,Whole Year,Coconut,592.0,2827.0
14573,Karnataka,GADAG,2007,Kharif,Maize,41095.0,143408.0
14574,Karnataka,GADAG,2007,Kharif,Rice,1473.0,3705.0
14575,Karnataka,GADAG,2007,Rabi,Maize,1311.0,1167.0
14576,Karnataka,GADAG,2007,Summer,Maize,17.0,55.0
14577,Karnataka,GADAG,2007,Summer,Rice,517.0,1223.0
14578,Karnataka,GADAG,2007,Whole Year,Banana,163.0,2883.0
14579,Karnataka,GADAG,2007,Whole Year,Coconut,612.0,3116.0
14580,Karnataka,GADAG,2008,Kharif,Maize,25630.0,61952.0
14581,Karnataka,GADAG,2008,Kharif,Rice,1100.0,1755.6
14582,Karnataka,GADAG,2008,Rabi,Maize,2607.0,6013.0
14583,Karnataka,GADAG,2008,Summer,Maize,46.0,145.0
14584,Karnataka,GADAG,2008,Summer,Rice,805.0,906.0
14585,Karnataka,GADAG,2008,Whole Year,Banana,211.0,3666.0
14586,Karnataka,GADAG,2008,Whole Year,Coconut,638.0,3187.0
14587,Karnataka,GADAG,2009,Kharif,Maize,44090.0,87217.0
14588,Karnataka,GADAG,2009,Kharif,Rice,928.0,819.89
14589,Karnataka,GADAG,2009,Rabi,Maize,4120.0,3801.0
14590,Karnataka,GADAG,2009,Summer,Maize,82.0,224.0
14591,Karnataka,GADAG,2009,Summer,Rice,1084.0,2899.0
14592,Karnataka,GADAG,2009,Whole Year,Banana,206.0,4569.0
14593,Karnataka,GADAG,2009,Whole Year,Coconut,664.0,4721.0
14594,Karnataka,GADAG,2010,Kharif,Maize,49417.0,135931.0
14595,Karnataka,GADAG,2010,Kharif,Rice,865.0,1914.0
14596,Karnataka,GADAG,2010,Rabi,Maize,1225.0,3803.0
14597,Karnataka,GADAG,2010,Summer,Maize,41.0,139.0
14598,Karnataka,GADAG,2010,Summer,Rice,1480.0,4682.0
14599,Karnataka,GADAG,2010,Whole Year,Banana,247.0,5801.0
14600,Karnataka,GADAG,2010,Whole Year,Coconut,696.0,6653.0
14601,Karnataka,GADAG,2011,Kharif,Maize,62334.0,131926.0
14602,Karnataka,GADAG,2011,Kharif,Rice,1063.0,2933.0
14603,Karnataka,GADAG,2011,Rabi,Maize,1450.0,2769.0
14604,Karnataka,GADAG,2011,Summer,Maize,76.0,259.0
14605,Karnataka,GADAG,2011,Summer,Rice,644.0,1474.0
14606,Karnataka,GADAG,2011,Whole Year,Banana,456.0,11394.0
14607,Karnataka,GADAG,2011,Whole Year,Coconut,461.0,4583.0
14608,Karnataka,GADAG,2012,Kharif,Maize,36458.0,74362.0
14609,Karnataka,GADAG,2012,Kharif,Rice,895.0,2125.0
14610,Karnataka,GADAG,2012,Rabi,Maize,2081.0,4798.0
14611,Karnataka,GADAG,2012,Summer,Maize,43.0,148.0
14612,Karnataka,GADAG,2012,Summer,Rice,682.0,1651.0
14613,Karnataka,GADAG,2012,Whole Year,Coconut,192.0,1890.0
14614,Karnataka,GADAG,2013,Kharif,Maize,58627.0,135396.0
14615,Karnataka,GADAG,2013,Kharif,Rice,1362.0,3906.0
14616,Karnataka,GADAG,2013,Rabi,Maize,2617.0,5609.0
14617,Karnataka,GADAG,2013,Summer,Maize,25.0,81.0
14618,Karnataka,GADAG,2013,Summer,Rice,1565.0,4166.0
14619,Karnataka,GADAG,2013,Whole Year,Coconut,286.0,2269.0
14620,Karnataka,GADAG,2014,Kharif,Maize,53717.0,146664.0
14621,Karnataka,GADAG,2014,Kharif,Rice,1044.0,2594.0
14622,Karnataka,GADAG,2014,Rabi,Maize,1532.0,3030.0
14623,Karnataka,GADAG,2014,Summer,Maize,115.0,375.0
14624,Karnataka,GADAG,2014,Summer,Rice,999.0,3405.0
14625,Karnataka,GADAG,2014,Whole Year,Coconut,184.0,1642.0
14626,Karnataka,GULBARGA,1997,Kharif,Maize,1267.0,3407.0
14627,Karnataka,GULBARGA,1997,Kharif,Rice,6591.0,12179.0
14628,Karnataka,GULBARGA,1997,Rabi,Maize,228.0,462.0
14629,Karnataka,GULBARGA,1997,Rabi,Rice,1846.0,3963.0
14630,Karnataka,GULBARGA,1997,Summer,Maize,126.0,271.0
14631,Karnataka,GULBARGA,1997,Summer,Rice,636.0,1792.0
14632,Karnataka,GULBARGA,1998,Kharif,Maize,1312.0,4287.0
14633,Karnataka,GULBARGA,1998,Kharif,Rice,13228.0,17439.0
14634,Karnataka,GULBARGA,1998,Rabi,Maize,163.0,331.0
14635,Karnataka,GULBARGA,1998,Rabi,Rice,4595.0,9858.0
14636,Karnataka,GULBARGA,1998,Summer,Maize,546.0,1241.0
14637,Karnataka,GULBARGA,1998,Summer,Rice,4379.0,14038.0
14638,Karnataka,GULBARGA,1998,Whole Year,Coconut,748.0,3763.0
14639,Karnataka,GULBARGA,1999,Kharif,Maize,1733.0,4271.0
14640,Karnataka,GULBARGA,1999,Kharif,Rice,10705.0,16115.0
14641,Karnataka,GULBARGA,1999,Rabi,Maize,183.0,448.0
14642,Karnataka,GULBARGA,1999,Rabi,Rice,1847.0,3867.0
14643,Karnataka,GULBARGA,1999,Summer,Maize,290.0,530.0
14644,Karnataka,GULBARGA,1999,Summer,Rice,7462.0,23145.0
14645,Karnataka,GULBARGA,1999,Whole Year,Banana,3099.0,59755.0
14646,Karnataka,GULBARGA,1999,Whole Year,Coconut,780.0,3924.0
14647,Karnataka,GULBARGA,2000,Kharif,Maize,1903.0,5005.0
14648,Karnataka,GULBARGA,2000,Kharif,Rice,16485.0,25012.0
14649,Karnataka,GULBARGA,2000,Rabi,Maize,132.0,332.0
14650,Karnataka,GULBARGA,2000,Rabi,Rice,3976.0,8518.0
14651,Karnataka,GULBARGA,2000,Summer,Maize,411.0,1156.0
14652,Karnataka,GULBARGA,2000,Summer,Rice,11749.0,27759.0
14653,Karnataka,GULBARGA,2000,Whole Year,Banana,2725.0,54176.0
14654,Karnataka,GULBARGA,2000,Whole Year,Coconut,794.0,3995.0
14655,Karnataka,GULBARGA,2001,Kharif,Maize,1685.0,4135.0
14656,Karnataka,GULBARGA,2001,Kharif,Rice,18722.0,32644.0
14657,Karnataka,GULBARGA,2001,Rabi,Maize,119.0,277.0
14658,Karnataka,GULBARGA,2001,Rabi,Rice,7271.0,4620.0
14659,Karnataka,GULBARGA,2001,Summer,Maize,235.0,618.0
14660,Karnataka,GULBARGA,2001,Summer,Rice,15635.0,28281.0
14661,Karnataka,GULBARGA,2001,Whole Year,Coconut,866.0,4357.0
14662,Karnataka,GULBARGA,2002,Kharif,Maize,1832.0,3741.0
14663,Karnataka,GULBARGA,2002,Kharif,Rice,25098.0,48090.0
14664,Karnataka,GULBARGA,2002,Rabi,Maize,108.0,276.0
14665,Karnataka,GULBARGA,2002,Rabi,Rice,4913.0,12198.0
14666,Karnataka,GULBARGA,2002,Summer,Maize,260.0,657.0
14667,Karnataka,GULBARGA,2002,Summer,Rice,17599.0,41226.0
14668,Karnataka,GULBARGA,2002,Whole Year,Banana,2126.0,50652.0
14669,Karnataka,GULBARGA,2002,Whole Year,Coconut,872.0,4387.0
14670,Karnataka,GULBARGA,2002,Whole Year,Grapes,115.0,2932.0
14671,Karnataka,GULBARGA,2002,Whole Year,Mango,1676.0,3372.0
14672,Karnataka,GULBARGA,2002,Whole Year,Papaya,70.0,153.0
14673,Karnataka,GULBARGA,2003,Kharif,Maize,2132.0,4459.0
14674,Karnataka,GULBARGA,2003,Kharif,Rice,32457.0,75482.0
14675,Karnataka,GULBARGA,2003,Rabi,Maize,128.0,295.0
14676,Karnataka,GULBARGA,2003,Rabi,Rice,4701.0,9863.0
14677,Karnataka,GULBARGA,2003,Summer,Maize,308.0,775.0
14678,Karnataka,GULBARGA,2003,Summer,Rice,28529.0,104074.0
14679,Karnataka,GULBARGA,2003,Whole Year,Banana,948.0,10061.0
14680,Karnataka,GULBARGA,2003,Whole Year,Coconut,757.0,3809.0
14681,Karnataka,GULBARGA,2003,Whole Year,Grapes,147.0,4308.0
14682,Karnataka,GULBARGA,2003,Whole Year,Mango,888.0,4499.0
14683,Karnataka,GULBARGA,2004,Kharif,Maize,1716.0,6679.0
14684,Karnataka,GULBARGA,2004,Kharif,Rice,39664.0,92317.96
14685,Karnataka,GULBARGA,2004,Rabi,Maize,175.0,533.0
14686,Karnataka,GULBARGA,2004,Rabi,Rice,3599.0,11522.0
14687,Karnataka,GULBARGA,2004,Summer,Maize,394.0,1205.0
14688,Karnataka,GULBARGA,2004,Summer,Rice,34143.0,148297.0
14689,Karnataka,GULBARGA,2004,Whole Year,Banana,908.0,17701.0
14690,Karnataka,GULBARGA,2004,Whole Year,Coconut,734.0,37301.88
14691,Karnataka,GULBARGA,2005,Kharif,Maize,4155.0,11596.0
14692,Karnataka,GULBARGA,2005,Kharif,Rice,49114.0,129091.0
14693,Karnataka,GULBARGA,2005,Rabi,Maize,159.0,566.0
14694,Karnataka,GULBARGA,2005,Rabi,Rice,5485.0,10745.0
14695,Karnataka,GULBARGA,2005,Summer,Maize,287.0,887.0
14696,Karnataka,GULBARGA,2005,Summer,Rice,35536.0,109650.0
14697,Karnataka,GULBARGA,2005,Whole Year,Banana,862.0,20523.0
14698,Karnataka,GULBARGA,2005,Whole Year,Coconut,645.0,3245.0
14699,Karnataka,GULBARGA,2006,Kharif,Maize,1985.0,3015.0
14700,Karnataka,GULBARGA,2006,Kharif,Rice,47975.0,107324.0
14701,Karnataka,GULBARGA,2006,Rabi,Maize,94.0,293.0
14702,Karnataka,GULBARGA,2006,Rabi,Rice,4237.0,5543.0
14703,Karnataka,GULBARGA,2006,Summer,Maize,319.0,1022.0
14704,Karnataka,GULBARGA,2006,Summer,Rice,35031.0,75944.0
14705,Karnataka,GULBARGA,2006,Whole Year,Banana,1131.0,25622.0
14706,Karnataka,GULBARGA,2006,Whole Year,Coconut,598.0,3009.0
14707,Karnataka,GULBARGA,2007,Kharif,Maize,2087.0,4887.0
14708,Karnataka,GULBARGA,2007,Kharif,Rice,52131.0,141389.0
14709,Karnataka,GULBARGA,2007,Rabi,Maize,276.0,955.0
14710,Karnataka,GULBARGA,2007,Rabi,Rice,3448.0,5477.0
14711,Karnataka,GULBARGA,2007,Summer,Maize,318.0,1027.0
14712,Karnataka,GULBARGA,2007,Summer,Rice,35232.0,76379.0
14713,Karnataka,GULBARGA,2007,Whole Year,Banana,1114.0,22293.0
14714,Karnataka,GULBARGA,2007,Whole Year,Coconut,567.0,2887.0
14715,Karnataka,GULBARGA,2008,Kharif,Maize,4202.0,8820.0
14716,Karnataka,GULBARGA,2008,Kharif,Rice,47292.0,122202.53
14717,Karnataka,GULBARGA,2008,Rabi,Maize,864.0,2597.0
14718,Karnataka,GULBARGA,2008,Rabi,Rice,5122.0,7980.0
14719,Karnataka,GULBARGA,2008,Summer,Maize,871.0,2741.0
14720,Karnataka,GULBARGA,2008,Summer,Rice,40326.0,86388.0
14721,Karnataka,GULBARGA,2008,Whole Year,Banana,1146.0,19734.0
14722,Karnataka,GULBARGA,2008,Whole Year,Coconut,513.0,3514.0
14723,Karnataka,GULBARGA,2009,Kharif,Maize,4971.0,4138.0
14724,Karnataka,GULBARGA,2009,Kharif,Rice,39593.0,91024.31
14725,Karnataka,GULBARGA,2009,Rabi,Maize,352.0,621.0
14726,Karnataka,GULBARGA,2009,Rabi,Rice,2164.0,4529.0
14727,Karnataka,GULBARGA,2009,Summer,Maize,1029.0,2382.0
14728,Karnataka,GULBARGA,2009,Summer,Rice,37715.0,84951.0
14729,Karnataka,GULBARGA,2009,Whole Year,Banana,1886.0,44740.0
14730,Karnataka,GULBARGA,2009,Whole Year,Coconut,479.0,3406.0
14731,Karnataka,GULBARGA,2010,Kharif,Maize,5641.0,11018.0
